type	latitude	longitude	color	width	opacity	name
T	47.683941	-122.263664
T	47.684811	-122.264297
T	47.687229	-122.265198
T	47.687901	-122.26548
T	47.688347	-122.265678
T	47.689037	-122.266167
T	47.689873	-122.266876
T	47.690483	-122.267441
T	47.690899	-122.267868
T	47.691116	-122.268097
T	47.69162	-122.268829
T	47.692192	-122.269676
T	47.692719	-122.270599
T	47.693073	-122.271439
T	47.693516	-122.272697
T	47.693649	-122.272392
T	47.693665	-122.272354
T	47.693867	-122.272354
T	47.693878	-122.272354
T	47.694561	-122.27272
T	47.695023	-122.272781
T	47.695171	-122.272743
T	47.695213	-122.272736
T	47.695293	-122.272926
T	47.695881	-122.273064
T	47.695911	-122.273071
T	47.695984	-122.273315
T	47.695988	-122.273338
